0x00	U+....		.notdef
0x01	U+20AC		Euro
0x02	U+....		.notdef
0x03	U+....		.notdef
0x04	U+2044		fraction
0x05	U+02D9		dotaccent
0x06	U+02DD		hungarumlaut
0x07	U+02DB		ogonek
0x08	U+FB02		fl
0x09	U+....		.notdef
0x0A	U+200B		cwm
0x0B	U+FB00		ff
0x0C	U+FB01		fi
0x0D	U+....		.notdef
0x0E	U+FB03		ffi
0x0F	U+FB04		ffl
0x10	U+0131	1	dotlessi
0x11	U+0237	1	dotlessj
0x12	U+0060		grave
0x13	U+00B4		acute
0x14	U+02C7		caron
0x15	U+02D8		breve
0x16	U+00AF		macron
0x17	U+02DA		ring
0x18	U+00B8		cedilla
0x19	U+00DF	1	germandbls
0x1A	U+00E6	1	ae
0x1B	U+0153	1	oe
0x1C	U+00F8	1	oslash
0x1D	U+00C6		AE
0x1E	U+0152		OE
0x1F	U+00D8		Oslash
0x20	U+0020		space
0x21	U+0021		exclam
0x22	U+0022		quotedbl
0x23	U+0023		numbersign
0x24	U+0024		dollar
0x25	U+0025		percent
0x26	U+0026		ampersand
0x27	U+2019		quoteright
0x28	U+0028		parenleft
0x29	U+0029		parenright
0x2A	U+002A		asterisk
0x2B	U+002B		plus
0x2C	U+002C		comma
0x2D	U+002D		hyphen
0x2E	U+002E		period
0x2F	U+002F		slash
0x30	U+0030		zero
0x31	U+0031		one
0x32	U+0032		two
0x33	U+0033		three
0x34	U+0034		four
0x35	U+0035		five
0x36	U+0036		six
0x37	U+0037		seven
0x38	U+0038		eight
0x39	U+0039		nine
0x3A	U+003A		colon
0x3B	U+003B		semicolon
0x3C	U+003C		less
0x3D	U+003D		equal
0x3E	U+003E		greater
0x3F	U+003F		question
0x40	U+0040		at
0x41	U+0041		A
0x42	U+0042		B
0x43	U+0043		C
0x44	U+0044		D
0x45	U+0045		E
0x46	U+0046		F
0x47	U+0047		G
0x48	U+0048		H
0x49	U+0049		I
0x4A	U+004A		J
0x4B	U+004B		K
0x4C	U+004C		L
0x4D	U+004D		M
0x4E	U+004E		N
0x4F	U+004F		O
0x50	U+0050		P
