0x00	U+0060		
0x01	U+00B4		
0x02	U+02C6		
0x03	U+02DC		
0x04	U+00A8		
0x05	U+02DD		
0x06	U+02DA		
0x07	U+02C7		
0x08	U+02D8		
0x09	U+00AF		
0x0A	U+02D9		
0x0B	U+00B8		
0x0C	U+02DB		
0x0D	U+04C0		CYRpalochka
0x0E	U+2329		textlangle
0x0F	U+232A		textrangle
0x10	U+201C		textquotedblleft
0x11	U+201D		textquotedblright
0x12	U+F6D5		
0x13	U+F6D6		
0x14	U+F6D4		
0x15	U+2013		textendash
0x16	U+2014		textemdash
# 0x17	U+0x17	Nothing?
# 0x18	U+0x18	?
0x19	U+0131	1	i
0x1A	U+F6BE		
0x1B	U+FB00		# Hand-edited!
0x1C	U+FB01		#
0x1D	U+FB02		#
0x1E	U+FB03		#
0x1F	U+FB04		#
0x20	U+0020		
0x21	U+0021		exclam
0x22	U+0022		quotedbl
0x23	U+0023		numbersign
0x24	U+0024		dollar
0x25	U+0025		percent
0x26	U+0026		ampersand
0x27	U+2019		quoteright
0x28	U+0028		parenleft
0x29	U+0029		parenright
0x2A	U+002A		asterisk
0x2B	U+002B		plus
0x2C	U+002C		comma
0x2D	U+002D		hyphen
0x2E	U+002E		period
0x2F	U+002F		slash
0x30	U+0030		zero
0x31	U+0031		one
0x32	U+0032		two
0x33	U+0033		three
0x34	U+0034		four
0x35	U+0035		five
0x36	U+0036		six
0x37	U+0037		seven
0x38	U+0038		eight
0x39	U+0039		nine
0x3A	U+003A		colon
0x3B	U+003B		semicolon
0x3C	U+003C		less
0x3D	U+003D		equal
0x3E	U+003E		greater
0x3F	U+003F		question
0x40	U+0040		at
0x41	U+0041		A
0x42	U+0042		B
0x43	U+0043		C
0x44	U+0044		D
0x45	U+0045		E
0x46	U+0046		F
0x47	U+0047		G
0x48	U+0048		H
0x49	U+0406		CYRII
0x4A	U+004A		J
0x4B	U+004B		K
0x4C	U+004C		L
0x4D	U+004D		M
0x4E	U+004E		N
0x4F	U+004F		O
0x50	U+0050		P
0x51	U+0051		Q
0x52	U+0052		R
0x53	U+0053		S
0x54	U+0054		T
0x55	U+0055		U
0x56	U+0056		V
0x57	U+0057		W
0x58	U+0058		X
0x59	U+0059		Y
0x5A	U+005A		Z
0x5B	U+005B		bracketleft
0x5C	U+005C		backslash
